fips,srd_code,state,year,annual_unemp_sa
25,25,Massachusetts,2020,9.341666667
25,25,Massachusetts,2021,5.291666667
25,25,Massachusetts,2022,3.625
25,25,Massachusetts,2023,3.491666667
25,25,Massachusetts,2024,4.008333333
25,25,Massachusetts,2025,4.5875
26,26,Michigan,1976,9.391666667
26,26,Michigan,1977,8.208333333
26,26,Michigan,1978,7.025
26,26,Michigan,1979,7.85
26,26,Michigan,1980,12.25833333
26,26,Michigan,1981,12.4
26,26,Michigan,1982,15.38333333
26,26,Michigan,1983,14.5
26,26,Michigan,1984,11.24166667
26,26,Michigan,1985,10.01666667
26,26,Michigan,1986,8.908333333
26,26,Michigan,1987,8.383333333
26,26,Michigan,1988,7.541666667
26,26,Michigan,1989,7.2
26,26,Michigan,1990,7.683333333
26,26,Michigan,1991,9.283333333
26,26,Michigan,1992,9.075
26,26,Michigan,1993,7.358333333
26,26,Michigan,1994,6.091666667
26,26,Michigan,1995,5.325
26,26,Michigan,1996,4.908333333
26,26,Michigan,1997,4.3
26,26,Michigan,1998,3.983333333
26,26,Michigan,1999,3.741666667
26,26,Michigan,2000,3.691666667
26,26,Michigan,2001,5.15
26,26,Michigan,2002,6.191666667
26,26,Michigan,2003,7.108333333
26,26,Michigan,2004,6.941666667
26,26,Michigan,2005,6.758333333
26,26,Michigan,2006,6.866666667
26,26,Michigan,2007,7.066666667
26,26,Michigan,2008,8.233333333
26,26,Michigan,2009,13.48333333
26,26,Michigan,2010,12.74166667
26,26,Michigan,2011,10.14166667
26,26,Michigan,2012,9.066666667
26,26,Michigan,2013,8.733333333
26,26,Michigan,2014,7.225
26,26,Michigan,2015,5.416666667
26,26,Michigan,2016,4.991666667
26,26,Michigan,2017,4.583333333
26,26,Michigan,2018,4.166666667
26,26,Michigan,2019,4.075
26,26,Michigan,2020,10.075
26,26,Michigan,2021,5.725
26,26,Michigan,2022,4.133333333
26,26,Michigan,2023,3.9
26,26,Michigan,2024,4.691666667
26,26,Michigan,2025,5.3625
27,27,Minnesota,1976,5.766666667
27,27,Minnesota,1977,5.283333333
27,27,Minnesota,1978,3.941666667
27,27,Minnesota,1979,4.316666667
27,27,Minnesota,1980,5.816666667
27,27,Minnesota,1981,5.741666667
27,27,Minnesota,1982,7.816666667
27,27,Minnesota,1983,8.058333333
27,27,Minnesota,1984,6.375
27,27,Minnesota,1985,5.991666667
27,27,Minnesota,1986,5.541666667
27,27,Minnesota,1987,5.133333333
27,27,Minnesota,1988,4.308333333
27,27,Minnesota,1989,4.333333333
27,27,Minnesota,1990,4.725
27,27,Minnesota,1991,5.091666667
27,27,Minnesota,1992,5.075
27,27,Minnesota,1993,4.958333333
27,27,Minnesota,1994,4.033333333
27,27,Minnesota,1995,3.658333333
27,27,Minnesota,1996,3.85
27,27,Minnesota,1997,3.225
27,27,Minnesota,1998,2.675
27,27,Minnesota,1999,2.775
27,27,Minnesota,2000,3.108333333
27,27,Minnesota,2001,3.758333333
27,27,Minnesota,2002,4.416666667
27,27,Minnesota,2003,4.758333333
27,27,Minnesota,2004,4.625
27,27,Minnesota,2005,4.108333333
27,27,Minnesota,2006,4.058333333
27,27,Minnesota,2007,4.6
27,27,Minnesota,2008,5.45
27,27,Minnesota,2009,7.7
27,27,Minnesota,2010,7.366666667
27,27,Minnesota,2011,6.575
27,27,Minnesota,2012,5.658333333
27,27,Minnesota,2013,5.041666667
27,27,Minnesota,2014,4.241666667
27,27,Minnesota,2015,3.758333333
27,27,Minnesota,2016,3.866666667
27,27,Minnesota,2017,3.441666667
27,27,Minnesota,2018,3.025
27,27,Minnesota,2019,3.275
27,27,Minnesota,2020,6.291666667
27,27,Minnesota,2021,3.683333333
27,27,Minnesota,2022,2.483333333
27,27,Minnesota,2023,2.825
27,27,Minnesota,2024,3.025
27,27,Minnesota,2025,3.25
28,28,Mississippi,1976,6.458333333
28,28,Mississippi,1977,7.191666667
28,28,Mississippi,1978,6.758333333
28,28,Mississippi,1979,5.716666667
28,28,Mississippi,1980,7.308333333
28,28,Mississippi,1981,8.533333333
28,28,Mississippi,1982,10.99166667
28,28,Mississippi,1983,12
28,28,Mississippi,1984,10.65
28,28,Mississippi,1985,10.39166667
28,28,Mississippi,1986,11.41666667
28,28,Mississippi,1987,10.075
28,28,Mississippi,1988,8.533333333
28,28,Mississippi,1989,7.858333333
28,28,Mississippi,1990,7.55
28,28,Mississippi,1991,8.375
28,28,Mississippi,1992,7.975
28,28,Mississippi,1993,6.741666667
28,28,Mississippi,1994,6.275
28,28,Mississippi,1995,6.183333333
28,28,Mississippi,1996,5.991666667
28,28,Mississippi,1997,5.716666667
28,28,Mississippi,1998,5.225
28,28,Mississippi,1999,5.091666667
28,28,Mississippi,2000,5.325
28,28,Mississippi,2001,5.45
28,28,Mississippi,2002,6.4
28,28,Mississippi,2003,6.141666667
28,28,Mississippi,2004,6.166666667
28,28,Mississippi,2005,7.65
28,28,Mississippi,2006,6.383333333
28,28,Mississippi,2007,6.133333333
28,28,Mississippi,2008,6.716666667
28,28,Mississippi,2009,9.241666667
28,28,Mississippi,2010,10.125
28,28,Mississippi,2011,9.8
28,28,Mississippi,2012,8.825
28,28,Mississippi,2013,8.491666667
28,28,Mississippi,2014,7.6
28,28,Mississippi,2015,6.45
28,28,Mississippi,2016,5.991666667
28,28,Mississippi,2017,5.208333333
28,28,Mississippi,2018,4.941666667
28,28,Mississippi,2019,5.491666667
28,28,Mississippi,2020,8
28,28,Mississippi,2021,5.408333333
28,28,Mississippi,2022,3.733333333
28,28,Mississippi,2023,3.108333333
28,28,Mississippi,2024,3.125
28,28,Mississippi,2025,3.8875
29,29,Missouri,1976,6.208333333
29,29,Missouri,1977,6.025
29,29,Missouri,1978,4.883333333
29,29,Missouri,1979,4.783333333
29,29,Missouri,1980,7.216666667
29,29,Missouri,1981,7.683333333
29,29,Missouri,1982,9.266666667
29,29,Missouri,1983,9.891666667
29,29,Missouri,1984,7.316666667
29,29,Missouri,1985,6.633333333
29,29,Missouri,1986,6.408333333
29,29,Missouri,1987,6.241666667
29,29,Missouri,1988,5.691666667
29,29,Missouri,1989,5.55
29,29,Missouri,1990,5.908333333
29,29,Missouri,1991,6.558333333
29,29,Missouri,1992,6.125
29,29,Missouri,1993,6.15
29,29,Missouri,1994,5.1
29,29,Missouri,1995,4.825
29,29,Missouri,1996,4.733333333
29,29,Missouri,1997,4.375
29,29,Missouri,1998,4.058333333
29,29,Missouri,1999,3.241666667
29,29,Missouri,2000,3.391666667
29,29,Missouri,2001,4.525
29,29,Missouri,2002,5.325
29,29,Missouri,2003,5.691666667
29,29,Missouri,2004,5.841666667
29,29,Missouri,2005,5.416666667
29,29,Missouri,2006,4.891666667
29,29,Missouri,2007,5.083333333
29,29,Missouri,2008,6.158333333
29,29,Missouri,2009,9.091666667
29,29,Missouri,2010,9.416666667
29,29,Missouri,2011,8.575
29,29,Missouri,2012,7.141666667
29,29,Missouri,2013,6.758333333
29,29,Missouri,2014,6.166666667
29,29,Missouri,2015,5.1
29,29,Missouri,2016,4.575
29,29,Missouri,2017,3.791666667
29,29,Missouri,2018,3.233333333
29,29,Missouri,2019,3.233333333
29,29,Missouri,2020,6.216666667
29,29,Missouri,2021,4.141666667
29,29,Missouri,2022,2.6
29,29,Missouri,2023,3.1
29,29,Missouri,2024,3.641666667
29,29,Missouri,2025,3.9125
30,30,Montana,1976,5.933333333
30,30,Montana,1977,6.191666667
30,30,Montana,1978,5.6
30,30,Montana,1979,5.216666667
30,30,Montana,1980,6.325
30,30,Montana,1981,6.766666667
30,30,Montana,1982,8.591666667
30,30,Montana,1983,8.75
30,30,Montana,1984,7.5
30,30,Montana,1985,7.641666667
30,30,Montana,1986,7.941666667
30,30,Montana,1987,7.458333333
30,30,Montana,1988,6.65
30,30,Montana,1989,5.958333333
30,30,Montana,1990,6.066666667
30,30,Montana,1991,6.933333333
30,30,Montana,1992,6.725
30,30,Montana,1993,6.116666667
30,30,Montana,1994,5.491666667
30,30,Montana,1995,5.708333333
30,30,Montana,1996,5.533333333
30,30,Montana,1997,5.475
30,30,Montana,1998,5.591666667
30,30,Montana,1999,5.3
30,30,Montana,2000,4.833333333
30,30,Montana,2001,4.616666667
30,30,Montana,2002,4.566666667
30,30,Montana,2003,4.733333333
30,30,Montana,2004,4.541666667
30,30,Montana,2005,4.083333333
30,30,Montana,2006,3.366666667
30,30,Montana,2007,3.391666667
30,30,Montana,2008,4.725
30,30,Montana,2009,7.1
30,30,Montana,2010,7.15
30,30,Montana,2011,6.625
30,30,Montana,2012,5.783333333
30,30,Montana,2013,5.3
30,30,Montana,2014,4.641666667
30,30,Montana,2015,4.241666667
30,30,Montana,2016,4.266666667
30,30,Montana,2017,4.1
30,30,Montana,2018,3.725
30,30,Montana,2019,3.5
30,30,Montana,2020,5.825
30,30,Montana,2021,3.391666667
30,30,Montana,2022,2.633333333
30,30,Montana,2023,2.666666667
30,30,Montana,2024,2.975
30,30,Montana,2025,2.7875
31,31,Nebraska,1976,3.108333333
31,31,Nebraska,1977,3.383333333
31,31,Nebraska,1978,2.933333333
31,31,Nebraska,1979,2.908333333
31,31,Nebraska,1980,3.833333333
31,31,Nebraska,1981,4.133333333
31,31,Nebraska,1982,5.508333333
31,31,Nebraska,1983,5.55
31,31,Nebraska,1984,4.433333333
31,31,Nebraska,1985,5.058333333
31,31,Nebraska,1986,4.858333333
31,31,Nebraska,1987,4.316666667
31,31,Nebraska,1988,3.475
31,31,Nebraska,1989,2.858333333
31,31,Nebraska,1990,2.375
31,31,Nebraska,1991,2.625
31,31,Nebraska,1992,2.816666667
31,31,Nebraska,1993,2.766666667
31,31,Nebraska,1994,2.633333333
31,31,Nebraska,1995,2.633333333
31,31,Nebraska,1996,2.7
31,31,Nebraska,1997,2.408333333
31,31,Nebraska,1998,2.516666667
31,31,Nebraska,1999,2.766666667
31,31,Nebraska,2000,2.833333333
31,31,Nebraska,2001,3.158333333
31,31,Nebraska,2002,3.658333333
31,31,Nebraska,2003,3.916666667
31,31,Nebraska,2004,3.85
31,31,Nebraska,2005,3.775
31,31,Nebraska,2006,3.041666667
31,31,Nebraska,2007,2.958333333
31,31,Nebraska,2008,3.258333333
31,31,Nebraska,2009,4.633333333
31,31,Nebraska,2010,4.641666667
31,31,Nebraska,2011,4.366666667
31,31,Nebraska,2012,3.916666667
31,31,Nebraska,2013,3.716666667
31,31,Nebraska,2014,3.233333333
31,31,Nebraska,2015,2.975
31,31,Nebraska,2016,3.108333333
31,31,Nebraska,2017,2.958333333
31,31,Nebraska,2018,2.908333333
31,31,Nebraska,2019,3.116666667
31,31,Nebraska,2020,4.266666667
31,31,Nebraska,2021,2.6
31,31,Nebraska,2022,2.15
31,31,Nebraska,2023,2.308333333
31,31,Nebraska,2024,2.775
31,31,Nebraska,2025,2.975
32,32,Nevada,1976,8.816666667
32,32,Nevada,1977,6.825
32,32,Nevada,1978,4.433333333
32,32,Nevada,1979,4.925
32,32,Nevada,1980,6.341666667
32,32,Nevada,1981,7.316666667
32,32,Nevada,1982,9.966666667
32,32,Nevada,1983,9.8
32,32,Nevada,1984,7.691666667
32,32,Nevada,1985,7.516666667
32,32,Nevada,1986,6.333333333
32,32,Nevada,1987,6.191666667
32,32,Nevada,1988,5.225
32,32,Nevada,1989,4.683333333
32,32,Nevada,1990,4.8
32,32,Nevada,1991,5.833333333
32,32,Nevada,1992,6.783333333
32,32,Nevada,1993,6.875
32,32,Nevada,1994,6.241666667
32,32,Nevada,1995,5.566666667
32,32,Nevada,1996,5.083333333
32,32,Nevada,1997,4.433333333
32,32,Nevada,1998,4.166666667
32,32,Nevada,1999,4.05
32,32,Nevada,2000,4.141666667
32,32,Nevada,2001,5.108333333
32,32,Nevada,2002,5.625
32,32,Nevada,2003,5.2
32,32,Nevada,2004,4.45
32,32,Nevada,2005,4.208333333
32,32,Nevada,2006,4.166666667
32,32,Nevada,2007,4.766666667
32,32,Nevada,2008,6.9
32,32,Nevada,2009,11.075
32,32,Nevada,2010,13.25
32,32,Nevada,2011,12.98333333
32,32,Nevada,2012,11.53333333
32,32,Nevada,2013,9.966666667
32,32,Nevada,2014,8.2
32,32,Nevada,2015,6.866666667
32,32,Nevada,2016,5.833333333
32,32,Nevada,2017,5.008333333
32,32,Nevada,2018,4.408333333
32,32,Nevada,2019,4.108333333
32,32,Nevada,2020,13.675
32,32,Nevada,2021,6.825
32,32,Nevada,2022,5.2
32,32,Nevada,2023,5.141666667
32,32,Nevada,2024,5.566666667
32,32,Nevada,2025,5.5625
33,33,New Hampshire,1976,6.416666667
33,33,New Hampshire,1977,5.541666667
33,33,New Hampshire,1978,3.816666667
33,33,New Hampshire,1979,3.133333333
33,33,New Hampshire,1980,4.525
33,33,New Hampshire,1981,5.075
33,33,New Hampshire,1982,6.85
33,33,New Hampshire,1983,5.475
33,33,New Hampshire,1984,4.225
33,33,New Hampshire,1985,3.683333333
33,33,New Hampshire,1986,2.633333333
33,33,New Hampshire,1987,2.208333333
33,33,New Hampshire,1988,2.375
33,33,New Hampshire,1989,3.375
33,33,New Hampshire,1990,5.241666667
33,33,New Hampshire,1991,6.758333333
33,33,New Hampshire,1992,7.291666667
33,33,New Hampshire,1993,6.125
33,33,New Hampshire,1994,4.5
33,33,New Hampshire,1995,3.816666667
33,33,New Hampshire,1996,3.741666667
33,33,New Hampshire,1997,3.358333333
33,33,New Hampshire,1998,2.833333333
33,33,New Hampshire,1999,2.725
33,33,New Hampshire,2000,2.666666667
33,33,New Hampshire,2001,3.408333333
33,33,New Hampshire,2002,4.466666667
33,33,New Hampshire,2003,4.433333333
33,33,New Hampshire,2004,3.825
33,33,New Hampshire,2005,3.633333333
33,33,New Hampshire,2006,3.516666667
33,33,New Hampshire,2007,3.533333333
33,33,New Hampshire,2008,3.766666667
33,33,New Hampshire,2009,6.05
33,33,New Hampshire,2010,6.058333333
33,33,New Hampshire,2011,5.491666667
33,33,New Hampshire,2012,5.475
33,33,New Hampshire,2013,5.25
33,33,New Hampshire,2014,4.316666667
33,33,New Hampshire,2015,3.391666667
33,33,New Hampshire,2016,2.891666667
33,33,New Hampshire,2017,2.808333333
33,33,New Hampshire,2018,2.633333333
33,33,New Hampshire,2019,2.55
33,33,New Hampshire,2020,6.75
33,33,New Hampshire,2021,3.475
33,33,New Hampshire,2022,2.416666667
33,33,New Hampshire,2023,2.258333333
33,33,New Hampshire,2024,2.558333333
33,33,New Hampshire,2025,3.05
34,34,New Jersey,1976,10.38333333
34,34,New Jersey,1977,9.358333333
34,34,New Jersey,1978,7.258333333
34,34,New Jersey,1979,6.841666667
34,34,New Jersey,1980,7.108333333
34,34,New Jersey,1981,7.5
34,34,New Jersey,1982,8.758333333
34,34,New Jersey,1983,8.275
34,34,New Jersey,1984,6.308333333
34,34,New Jersey,1985,5.616666667
34,34,New Jersey,1986,5.033333333
34,34,New Jersey,1987,4.041666667
34,34,New Jersey,1988,3.75
34,34,New Jersey,1989,4.041666667
34,34,New Jersey,1990,5.05
34,34,New Jersey,1991,6.758333333
34,34,New Jersey,1992,8.566666667
34,34,New Jersey,1993,7.775
34,34,New Jersey,1994,6.858333333
34,34,New Jersey,1995,6.408333333
34,34,New Jersey,1996,6.108333333
34,34,New Jersey,1997,5.325
34,34,New Jersey,1998,4.566666667
34,34,New Jersey,1999,4.441666667
34,34,New Jersey,2000,3.65
34,34,New Jersey,2001,4.225
34,34,New Jersey,2002,5.775
34,34,New Jersey,2003,5.85
34,34,New Jersey,2004,4.916666667
34,34,New Jersey,2005,4.441666667
34,34,New Jersey,2006,4.691666667
34,34,New Jersey,2007,4.208333333
34,34,New Jersey,2008,5.425
34,34,New Jersey,2009,8.833333333
34,34,New Jersey,2010,9.666666667
34,34,New Jersey,2011,9.4
34,34,New Jersey,2012,9.45
34,34,New Jersey,2013,8.416666667
34,34,New Jersey,2014,6.683333333
34,34,New Jersey,2015,5.691666667
34,34,New Jersey,2016,4.933333333
34,34,New Jersey,2017,4.516666667
34,34,New Jersey,2018,4.016666667
34,34,New Jersey,2019,3.458333333
34,34,New Jersey,2020,9.483333333
34,34,New Jersey,2021,6.691666667
34,34,New Jersey,2022,3.85
34,34,New Jersey,2023,4.275
34,34,New Jersey,2024,4.533333333
34,34,New Jersey,2025,4.7875
35,35,New Mexico,1976,8.733333333
35,35,New Mexico,1977,7.691666667
35,35,New Mexico,1978,6.166666667
35,35,New Mexico,1979,6.625
35,35,New Mexico,1980,7.558333333
35,35,New Mexico,1981,7.225
35,35,New Mexico,1982,9.041666667
35,35,New Mexico,1983,9.75
35,35,New Mexico,1984,7.7
35,35,New Mexico,1985,8.633333333
35,35,New Mexico,1986,9.216666667
35,35,New Mexico,1987,8.966666667
35,35,New Mexico,1988,7.616666667
35,35,New Mexico,1989,6.733333333
35,35,New Mexico,1990,6.666666667
35,35,New Mexico,1991,7.266666667
35,35,New Mexico,1992,7.325
35,35,New Mexico,1993,7.325
35,35,New Mexico,1994,6.508333333
35,35,New Mexico,1995,6.633333333
35,35,New Mexico,1996,7.525
35,35,New Mexico,1997,6.425
35,35,New Mexico,1998,6.233333333
35,35,New Mexico,1999,5.583333333
35,35,New Mexico,2000,5.016666667
35,35,New Mexico,2001,4.966666667
35,35,New Mexico,2002,5.475
35,35,New Mexico,2003,5.925
35,35,New Mexico,2004,5.583333333
35,35,New Mexico,2005,5.225
35,35,New Mexico,2006,4.233333333
35,35,New Mexico,2007,3.541666667
35,35,New Mexico,2008,4.375
35,35,New Mexico,2009,7.05
35,35,New Mexico,2010,7.816666667
35,35,New Mexico,2011,7.216666667
35,35,New Mexico,2012,6.95
35,35,New Mexico,2013,6.9
35,35,New Mexico,2014,6.558333333
35,35,New Mexico,2015,6.608333333
35,35,New Mexico,2016,6.783333333
35,35,New Mexico,2017,6.116666667
35,35,New Mexico,2018,4.933333333
35,35,New Mexico,2019,4.966666667
35,35,New Mexico,2020,7.925
35,35,New Mexico,2021,7.066666667
35,35,New Mexico,2022,4.066666667
35,35,New Mexico,2023,3.666666667
35,35,New Mexico,2024,4.15
35,35,New Mexico,2025,4.2625
36,36,New York,1976,10.20833333
36,36,New York,1977,9.15
36,36,New York,1978,7.708333333
36,36,New York,1979,7.091666667
36,36,New York,1980,7.425
36,36,New York,1981,7.6
36,36,New York,1982,8.7
36,36,New York,1983,8.933333333
36,36,New York,1984,7.258333333
36,36,New York,1985,6.616666667
36,36,New York,1986,6.208333333
36,36,New York,1987,4.783333333
36,36,New York,1988,4.233333333
36,36,New York,1989,4.858333333
36,36,New York,1990,5.333333333
36,36,New York,1991,7.308333333
36,36,New York,1992,8.716666667
36,36,New York,1993,7.95
36,36,New York,1994,6.925
36,36,New York,1995,6.325
36,36,New York,1996,6.241666667
36,36,New York,1997,6.416666667
36,36,New York,1998,5.583333333
36,36,New York,1999,5.183333333
36,36,New York,2000,4.5
36,36,New York,2001,4.866666667
36,36,New York,2002,6.2
36,36,New York,2003,6.416666667
36,36,New York,2004,5.808333333
36,36,New York,2005,4.95
36,36,New York,2006,4.5
36,36,New York,2007,4.425
36,36,New York,2008,5.391666667
36,36,New York,2009,8.383333333
36,36,New York,2010,8.733333333
36,36,New York,2011,8.358333333
36,36,New York,2012,8.65
36,36,New York,2013,7.816666667
36,36,New York,2014,6.291666667
36,36,New York,2015,5.216666667
36,36,New York,2016,4.875
36,36,New York,2017,4.641666667
36,36,New York,2018,4.1
36,36,New York,2019,3.891666667
36,36,New York,2020,9.908333333
36,36,New York,2021,7.083333333
36,36,New York,2022,4.291666667
36,36,New York,2023,4.041666667
36,36,New York,2024,4.308333333
36,36,New York,2025,4.1375
37,37,North Carolina,1976,6.191666667
37,37,North Carolina,1977,5.883333333
37,37,North Carolina,1978,4.558333333
37,37,North Carolina,1979,4.825
37,37,North Carolina,1980,6.391666667
37,37,North Carolina,1981,6.458333333
37,37,North Carolina,1982,9.3
37,37,North Carolina,1983,9
37,37,North Carolina,1984,6.608333333
37,37,North Carolina,1985,5.675
37,37,North Carolina,1986,5.316666667
37,37,North Carolina,1987,4.55
37,37,North Carolina,1988,3.691666667
37,37,North Carolina,1989,3.566666667
37,37,North Carolina,1990,4.125
37,37,North Carolina,1991,5.925
37,37,North Carolina,1992,6.241666667
37,37,North Carolina,1993,5.116666667
37,37,North Carolina,1994,4.408333333
37,37,North Carolina,1995,4.366666667
37,37,North Carolina,1996,4.341666667
37,37,North Carolina,1997,3.825
37,37,North Carolina,1998,3.525
37,37,North Carolina,1999,3.3
37,37,North Carolina,2000,3.75
37,37,North Carolina,2001,5.475
37,37,North Carolina,2002,6.525
37,37,North Carolina,2003,6.258333333
37,37,North Carolina,2004,5.466666667
37,37,North Carolina,2005,5.216666667
37,37,North Carolina,2006,4.733333333
37,37,North Carolina,2007,4.716666667
37,37,North Carolina,2008,5.933333333
37,37,North Carolina,2009,10.79166667
37,37,North Carolina,2010,10.8
37,37,North Carolina,2011,10.35
37,37,North Carolina,2012,9.6
37,37,North Carolina,2013,7.775
37,37,North Carolina,2014,6.116666667
37,37,North Carolina,2015,5.658333333
37,37,North Carolina,2016,5.1
37,37,North Carolina,2017,4.55
37,37,North Carolina,2018,4.008333333
37,37,North Carolina,2019,3.875
37,37,North Carolina,2020,7.325
37,37,North Carolina,2021,4.891666667
37,37,North Carolina,2022,3.675
37,37,North Carolina,2023,3.491666667
37,37,North Carolina,2024,3.616666667
37,37,North Carolina,2025,3.7
38,38,North Dakota,1976,3.791666667
38,38,North Dakota,1977,4.45
38,38,North Dakota,1978,4.166666667
38,38,North Dakota,1979,4.166666667
38,38,North Dakota,1980,4.891666667
38,38,North Dakota,1981,4.891666667
38,38,North Dakota,1982,5.525
38,38,North Dakota,1983,5.8
38,38,North Dakota,1984,5.291666667
38,38,North Dakota,1985,5.5
38,38,North Dakota,1986,5.558333333
38,38,North Dakota,1987,4.975
38,38,North Dakota,1988,4.666666667
38,38,North Dakota,1989,4.333333333
38,38,North Dakota,1990,4.158333333
38,38,North Dakota,1991,4.358333333
38,38,North Dakota,1992,4.533333333
38,38,North Dakota,1993,4.25
38,38,North Dakota,1994,3.708333333
38,38,North Dakota,1995,3.325
38,38,North Dakota,1996,3.141666667
38,38,North Dakota,1997,2.941666667
38,38,North Dakota,1998,2.966666667
38,38,North Dakota,1999,3.15
38,38,North Dakota,2000,2.908333333
38,38,North Dakota,2001,2.816666667
38,38,North Dakota,2002,3.375
38,38,North Dakota,2003,3.45
38,38,North Dakota,2004,3.358333333
38,38,North Dakota,2005,3.325
38,38,North Dakota,2006,3.116666667
38,38,North Dakota,2007,3.041666667
38,38,North Dakota,2008,3.075
38,38,North Dakota,2009,3.875
38,38,North Dakota,2010,3.658333333
38,38,North Dakota,2011,3.341666667
38,38,North Dakota,2012,2.941666667
38,38,North Dakota,2013,2.891666667
38,38,North Dakota,2014,2.666666667
38,38,North Dakota,2015,2.775
38,38,North Dakota,2016,3.016666667
38,38,North Dakota,2017,2.6
38,38,North Dakota,2018,2.391666667
38,38,North Dakota,2019,2.15
38,38,North Dakota,2020,5.008333333
38,38,North Dakota,2021,3.091666667
38,38,North Dakota,2022,2.091666667
38,38,North Dakota,2023,2.033333333
38,38,North Dakota,2024,2.408333333
38,38,North Dakota,2025,2.55
39,39,Ohio,1976,7.725
39,39,Ohio,1977,6.458333333
39,39,Ohio,1978,5.516666667
39,39,Ohio,1979,5.883333333
39,39,Ohio,1980,8.475
39,39,Ohio,1981,9.441666667
39,39,Ohio,1982,12.725
39,39,Ohio,1983,12.275
39,39,Ohio,1984,9.416666667
39,39,Ohio,1985,8.908333333
39,39,Ohio,1986,8.316666667
39,39,Ohio,1987,7.1
39,39,Ohio,1988,6.041666667
39,39,Ohio,1989,5.566666667
39,39,Ohio,1990,5.741666667
39,39,Ohio,1991,6.6
39,39,Ohio,1992,7.391666667
39,39,Ohio,1993,6.675
39,39,Ohio,1994,5.633333333
39,39,Ohio,1995,4.858333333
39,39,Ohio,1996,5
39,39,Ohio,1997,4.616666667
39,39,Ohio,1998,4.333333333
39,39,Ohio,1999,4.325
39,39,Ohio,2000,4.066666667
39,39,Ohio,2001,4.433333333
39,39,Ohio,2002,5.816666667
39,39,Ohio,2003,6.25
39,39,Ohio,2004,6.225
39,39,Ohio,2005,5.9
39,39,Ohio,2006,5.433333333
39,39,Ohio,2007,5.6
39,39,Ohio,2008,6.6
39,39,Ohio,2009,10.21666667
39,39,Ohio,2010,9.991666667
39,39,Ohio,2011,8.758333333
39,39,Ohio,2012,7.391666667
39,39,Ohio,2013,7.383333333
39,39,Ohio,2014,5.816666667
39,39,Ohio,2015,4.958333333
39,39,Ohio,2016,5.058333333
39,39,Ohio,2017,4.933333333
39,39,Ohio,2018,4.475
39,39,Ohio,2019,4.125
39,39,Ohio,2020,8.258333333
39,39,Ohio,2021,5.241666667
39,39,Ohio,2022,3.975
39,39,Ohio,2023,3.633333333
39,39,Ohio,2024,4.283333333
39,39,Ohio,2025,4.85
40,40,Oklahoma,1976,5.566666667
40,40,Oklahoma,1977,4.75
40,40,Oklahoma,1978,3.325
40,40,Oklahoma,1979,3.1
40,40,Oklahoma,1980,4.133333333
40,40,Oklahoma,1981,3.591666667
40,40,Oklahoma,1982,6.1
40,40,Oklahoma,1983,8.15
40,40,Oklahoma,1984,6.8
40,40,Oklahoma,1985,7.091666667
40,40,Oklahoma,1986,8.325
40,40,Oklahoma,1987,7.175
40,40,Oklahoma,1988,6.358333333
40,40,Oklahoma,1989,5.758333333
40,40,Oklahoma,1990,5.4
40,40,Oklahoma,1991,6
40,40,Oklahoma,1992,5.866666667
40,40,Oklahoma,1993,5.65
40,40,Oklahoma,1994,5.3
40,40,Oklahoma,1995,4.475
40,40,Oklahoma,1996,4.008333333
40,40,Oklahoma,1997,3.958333333
40,40,Oklahoma,1998,4.075
40,40,Oklahoma,1999,3.475
40,40,Oklahoma,2000,2.991666667
40,40,Oklahoma,2001,3.625
40,40,Oklahoma,2002,4.616666667
40,40,Oklahoma,2003,5.383333333
40,40,Oklahoma,2004,4.708333333
40,40,Oklahoma,2005,4.325
40,40,Oklahoma,2006,3.908333333
40,40,Oklahoma,2007,3.958333333
40,40,Oklahoma,2008,3.608333333
40,40,Oklahoma,2009,6.516666667
40,40,Oklahoma,2010,6.441666667
40,40,Oklahoma,2011,5.566666667
40,40,Oklahoma,2012,5.075
40,40,Oklahoma,2013,5.116666667
40,40,Oklahoma,2014,4.341666667
40,40,Oklahoma,2015,4.283333333
40,40,Oklahoma,2016,4.65
40,40,Oklahoma,2017,4.033333333
40,40,Oklahoma,2018,3.291666667
40,40,Oklahoma,2019,3.116666667
40,40,Oklahoma,2020,6.3
40,40,Oklahoma,2021,4.025
40,40,Oklahoma,2022,3.025
40,40,Oklahoma,2023,3.2
40,40,Oklahoma,2024,3.316666667
40,40,Oklahoma,2025,3.1875
41,41,Oregon,1976,9.275
41,41,Oregon,1977,7.425
41,41,Oregon,1978,6.116666667
41,41,Oregon,1979,6.766666667
41,41,Oregon,1980,8.391666667
41,41,Oregon,1981,9.716666667
41,41,Oregon,1982,11.33333333
41,41,Oregon,1983,10.83333333
41,41,Oregon,1984,9.291666667
41,41,Oregon,1985,8.633333333
41,41,Oregon,1986,7.933333333
41,41,Oregon,1987,6.141666667
41,41,Oregon,1988,5.741666667
41,41,Oregon,1989,5.333333333
41,41,Oregon,1990,5.4
41,41,Oregon,1991,6.175
41,41,Oregon,1992,7.233333333
41,41,Oregon,1993,6.991666667
41,41,Oregon,1994,5.275
41,41,Oregon,1995,4.766666667
41,41,Oregon,1996,5.558333333
41,41,Oregon,1997,5.55
41,41,Oregon,1998,5.641666667
41,41,Oregon,1999,5.483333333
41,41,Oregon,2000,5.183333333
41,41,Oregon,2001,6.358333333
41,41,Oregon,2002,7.45
41,41,Oregon,2003,8.016666667
